"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.418207460E-1,7.577314973E-2,-2.790203094E-1,5.396978557E-2
6.618825120E-1,1.315525174E-2,-1.982040405E-1,6.152429432E-2
6.819442780E-1,-4.294890165E-2,-7.888889313E-2,6.834179163E-2
7.020059770E-1,1.418644190E-2,-4.786968231E-2,2.131926641E-2
7.319986750E-1,1.418812573E-1,-4.821777344E-3,-1.304142177E-1
7.619913730E-1,1.397497952E-1,-1.448440552E-2,1.998329535E-4
7.919841050E-1,7.037395239E-2,-9.399032593E-2,-7.384337485E-3
8.219767030E-1,2.217313647E-2,-3.229808807E-2,2.274141610E-1
8.519693680E-1,1.644659042E-2,-3.996276855E-2,1.057364345E-1
8.819620330E-1,1.048763990E-1,-1.021671295E-1,6.229396164E-2
9.119547320E-1,8.432054520E-2,-6.866931915E-2,-2.472608164E-2
9.419473970E-1,5.962842703E-2,-9.754848480E-2,-1.448357664E-2
9.719400620E-1,2.575308084E-2,-1.744508743E-1,-4.609766603E-2
1.001933560E0,5.066406727E-2,-1.436872482E-1,2.588431165E-2
1.031926225E0,1.262384653E-2,1.872634888E-2,5.495974422E-2
1.061918857E0,3.889751434E-2,3.774929047E-2,3.356322646E-3
1.091911622E0,1.169674993E-1,4.728603363E-2,-7.639759779E-2
1.121904387E0,1.982510090E-3,2.602491379E-1,9.721476585E-3
1.151897085E0,-1.523867846E-1,6.097030640E-1,-7.856953144E-2
1.181889817E0,-1.812001765E-1,7.564535141E-1,-7.952990383E-2
1.211884549E0,-1.283739805E-1,6.961336136E-1,2.540047467E-2
1.241877247E0,-1.309156418E-1,9.069328308E-1,-1.019543558E-1
1.271869912E0,-5.810147524E-2,9.144811630E-1,-3.641375601E-1
1.301861777E0,9.030699730E-4,5.508146286E-1,-3.259423673E-1
1.331854476E0,7.697787881E-2,1.146553993E0,-4.167637229E-1
1.361847141E0,-2.454292774E-1,2.569246292E-1,-4.465592504E-1
1.391839706E0,-3.184118867E-1,-5.475864410E-1,-4.697686434E-2
1.421832338E0,2.300393879E-1,-2.759065628E-1,2.384856641E-1
1.451824970E0,1.580792665E-1,-6.670188904E-2,3.630428314E-1
1.481817569E0,5.878360569E-2,1.598129272E-1,2.973988950E-1
1.511808167E0,-1.140938401E-1,-1.856613159E-1,2.471597493E-1
1.541800799E0,1.202797741E-1,3.636455536E-2,4.239199162E-1
1.571793531E0,-4.464855790E-2,9.558525085E-1,1.532848775E-1
1.601786263E0,-3.367780149E-1,-2.656984329E-1,-1.669914722E-1
1.631778862E0,1.097133756E-2,-9.052734375E-1,-1.268441081E-1
1.661771560E0,6.376314163E-2,-1.481400490E0,-7.718385756E-2
1.691764192E0,2.071883976E-1,-1.911522865E0,4.055283666E-1
1.721756791E0,2.453719676E-1,-1.834624290E0,2.908678949E-1
1.751749489E0,3.097476959E-1,-2.138486862E0,1.721700430E-1
1.781742288E0,3.213014901E-1,-3.109071732E0,2.070449293E-2
1.811734720E0,3.052865267E-1,-3.225880623E0,-1.138889790E-1
1.841727418E0,-7.957404852E-2,-3.636326790E0,-4.987499118E-2
1.871720050E0,-6.354981661E-2,-3.980824471E0,1.229392737E-1
1.901714716E0,6.648833156E-1,-4.077533722E0,-1.053737998E-1
1.931707414E0,1.052232862E0,-2.939854622E0,-7.757880688E-1
1.961700146E0,4.842989445E-1,-4.360790253E-1,-1.926367283E-1
1.991695478E0,-7.566919923E-2,1.554360390E0,1.670239270E-1
2.021621643E0,-5.498649478E-1,2.902902603E0,3.421024680E-1
2.051514342E0,-7.212181091E-1,3.611975193E0,3.621410728E-1
2.081406941E0,-8.449102640E-1,4.103413582E0,3.854452372E-1
2.111299907E0,-7.541924119E-1,4.364782333E0,2.547406852E-1
2.141192606E0,-4.516333342E-1,4.123576641E0,1.330226958E-1
2.171085305E0,-2.200407088E-1,3.723560810E0,8.022999763E-2
2.200976337E0,-5.443352461E-2,3.090019703E0,9.615874290E-2
2.230869036E0,2.754867077E-2,2.323311806E0,1.174913943E-1
2.260761668E0,-1.682092249E-1,1.905464172E0,1.494664103E-1
2.290651700E0,-4.319299757E-1,1.217687607E0,1.139963120E-1
2.320610932E0,-6.786768436E-1,4.117059708E-1,-2.051292360E-2
2.350603597E0,-5.188061595E-1,-9.250879288E-1,-1.431164742E-1
2.380596262E0,-2.192237675E-1,-1.776930809E0,-1.847537756E-1
2.410588894E0,3.265566826E-1,-3.145217896E0,-5.423764884E-2
2.440581559E0,5.159741640E-1,-3.564665794E0,7.286459953E-2
2.470574224E0,4.680773914E-1,-3.739376068E0,6.817746162E-2
2.500568056E0,-2.720877528E-3,-3.313870430E0,-1.388784647E-1
2.530560721E0,-1.309880614E-1,-2.903307915E0,-2.686963081E-1
2.560553420E0,-1.718262732E-1,-2.269006729E0,-3.409346938E-1
2.590546085E0,-1.932582259E-2,-1.691100121E0,-2.239263356E-1
2.620540284E0,2.608344257E-1,-1.308299065E0,2.028667927E-2
2.650532982E0,4.126681387E-1,-6.596612930E-1,2.044986337E-1
2.670594815E0,4.093605876E-1,1.646823883E-1,2.580238581E-1
2.690656615E0,3.996128142E-1,5.779695511E-1,2.950530648E-1
2.710718381E0,3.018307686E-1,1.011187553E0,2.531707585E-1
2.730780147E0,1.942752898E-1,1.262776375E0,1.849102825E-1
2.750841946E0,-3.194302320E-2,1.889846802E0,3.034180403E-2
2.770903746E0,-1.359229684E-1,2.077896118E0,3.621071577E-2
2.790965512E0,-1.738823950E-1,2.231682301E0,6.351879239E-2
2.811025845E0,-2.157516778E-1,2.312980652E0,1.244677305E-1
2.831087645E0,-2.664367855E-1,2.336176395E0,1.957394183E-1
2.851149445E0,-2.074657083E-1,2.205383778E0,3.940574527E-1
2.871244511E0,-1.173902005E-1,1.997395039E0,6.149601340E-1
2.891372944E0,-8.191698790E-2,1.861535549E0,7.424387336E-1
2.911499843E0,1.929044724E-3,1.593092918E0,8.477192521E-1
2.931628276E0,5.780711770E-2,1.144881248E0,8.534407616E-1
2.951756676E0,9.848028421E-2,7.922897339E-1,8.379657865E-1
2.971818375E0,8.278849721E-2,3.624219894E-1,6.712132692E-1
2.991880107E0,2.679619193E-2,9.319496155E-2,4.672803581E-1
3.012862911E0,-4.004931450E-2,-4.562854767E-2,3.139579892E-1
3.032924677E0,-1.376428604E-1,-3.708066940E-1,1.958632767E-1
3.052986410E0,-1.992772818E-1,-7.933349609E-1,1.947951764E-1
3.073048142E0,-2.832230628E-1,-1.066010475E0,2.344474196E-1
3.093109908E0,-3.223160803E-1,-1.308006287E0,3.919982314E-1
3.113171574E0,-2.867244482E-1,-1.518662453E0,5.883667469E-1
3.133233306E0,-2.248133123E-1,-1.646434784E0,7.077857852E-1
3.153295072E0,-8.479776978E-2,-1.901344299E0,7.215999365E-1
3.173323505E0,-2.852073312E-2,-1.934079170E0,6.456868052E-1
3.203316170E0,5.056092143E-2,-1.944881439E0,3.857299089E-1
3.233342136E0,-5.588647723E-2,-1.639305115E0,-3.033369780E-3
3.253403902E0,-1.612427831E-1,-1.330502510E0,-1.323801130E-1
3.273465702E0,-2.707563639E-1,-9.778137207E-1,-1.273341626E-1
3.293527468E0,-3.185735643E-1,-6.926698685E-1,-4.639777541E-2
3.313589200E0,-3.967474699E-1,-3.906354904E-1,5.463321507E-2
3.333650966E0,-4.053409398E-1,-5.441665649E-2,2.052778304E-1
3.353712765E0,-3.994106352E-1,2.201461792E-2,2.902279794E-1
3.373774531E0,-2.602531016E-1,2.987537384E-1,3.493601978E-1
3.393836297E0,-1.976994574E-1,3.876991272E-1,3.100115061E-1
3.413898063E0,-1.140254140E-1,5.871982574E-1,1.579459608E-1
3.433959829E0,-1.228414476E-1,7.715978622E-1,-6.441062689E-2
3.454021595E0,-1.618686914E-1,9.281902313E-1,-2.714159489E-1
3.474116694E0,-2.126867175E-1,1.037894249E0,-3.902385235E-1
3.494245127E0,-2.681285441E-1,1.170771599E0,-4.436731040E-1
3.514373560E0,-3.300769925E-1,1.193528175E0,-3.722648025E-1
3.534468626E0,-3.588767052E-1,1.202515602E0,-3.009536862E-1
3.554530392E0,-3.504896760E-1,1.123495102E0,-1.230202690E-1
3.574592124E0,-3.232663274E-1,9.398832321E-1,3.200692311E-2
3.594653924E0,-2.419861555E-1,7.520971298E-1,1.012698635E-1
3.614715656E0,-1.789141893E-1,5.049629211E-1,3.924374282E-2
3.634777422E0,-9.769684076E-2,2.769403458E-1,-9.183269739E-2
3.654839188E0,-5.972141027E-2,1.224832535E-1,-2.654514611E-1
3.674900954E0,-6.365582347E-2,-6.169509888E-2,-4.351539612E-1
3.694962720E0,-1.007048786E-1,-2.129335403E-1,-5.427293181E-1
3.715024486E0,-1.195988059E-1,-3.305501938E-1,-5.654711127E-1
3.735086252E0,-1.406146884E-1,-4.617481232E-1,-5.096411705E-1
3.755148018E0,-1.108824015E-1,-6.019849777E-1,-3.272081316E-1
3.775176451E0,-1.060791016E-1,-6.630878448E-1,-2.125125825E-1
3.805169116E0,-8.579015732E-3,-8.867568970E-1,3.541150317E-2
3.835161781E0,7.615578175E-2,-9.932594299E-1,-2.674117684E-3
3.865154513E0,1.195973456E-1,-1.035174370E0,-1.101339459E-1
3.895147145E0,1.282368153E-1,-9.631071091E-1,-3.588202298E-1
3.925139810E0,2.896571159E-2,-6.883277893E-1,-5.811032653E-1
3.955132475E0,4.600033164E-3,-4.561557770E-1,-4.739247262E-1
3.985125140E0,-1.210515201E-2,-2.260103226E-1,-2.907978296E-1
4.015117872E0,3.301766515E-2,-8.238220215E-2,-1.294469833E-1
4.045110537E0,1.780202240E-1,6.015777588E-3,-6.157279015E-3
4.075103202E0,2.595616877E-1,1.549205780E-1,-1.762494445E-2
4.105095900E0,2.819297314E-1,3.281755447E-1,-2.137451172E-1
4.135088565E0,2.229470313E-1,4.411840439E-1,-3.335266709E-1
4.165081197E0,1.451815814E-1,5.773744583E-1,-3.854717016E-1
4.195073895E0,9.908984601E-2,5.930128098E-1,-2.834409475E-1
4.225066560E0,9.501017630E-2,5.382452011E-1,-2.120280266E-2
4.255059225E0,1.463655233E-1,3.871612549E-1,1.421511769E-1
4.285051923E0,2.230509222E-1,2.608451843E-1,2.415037155E-1
4.315044555E0,3.322416842E-1,7.159233093E-3,1.920703948E-1
4.345037253E0,3.218453526E-1,-1.804981232E-1,5.001404881E-2
4.375029951E0,3.088650405E-1,-3.037872314E-1,-5.096498132E-2
4.405022583E0,1.664935499E-1,-3.570013046E-1,-6.040024757E-2
4.435015315E0,6.381978095E-2,-4.099216461E-1,6.767311692E-2
4.465008013E0,-4.274159670E-3,-4.497966766E-1,2.515408397E-1
4.495000678E0,-2.392032743E-2,-4.700155258E-1,3.935792148E-1
4.524993376E0,3.907173872E-3,-5.115900040E-1,3.905987740E-1
4.554986108E0,9.506848454E-2,-5.359935760E-1,2.582411766E-1
4.584978740E0,8.545821905E-2,-4.734525681E-1,9.151348472E-2
4.614971405E0,5.656316876E-2,-4.221420288E-1,-2.950221300E-2
4.644964070E0,-9.653297067E-2,-1.913490295E-1,-6.973156333E-2
4.674956702E0,-2.227143049E-1,-1.760864258E-2,3.642892838E-2
4.704982767E0,-3.033863306E-1,1.270380020E-1,1.635601670E-1
4.725044499E0,-3.555734456E-1,2.022590637E-1,1.932274401E-1
4.745106231E0,-3.475241065E-1,2.596921921E-1,1.927387714E-1
4.765167997E0,-2.605793774E-1,2.108135223E-1,1.454502344E-1
4.785229763E0,-2.338195443E-1,2.034168243E-1,7.988865674E-2
4.805291529E0,-1.618842185E-1,1.744918823E-1,-7.259140909E-2
4.825353295E0,-1.124164164E-1,1.450595856E-1,-1.383733600E-1
4.845448394E0,-1.646996737E-1,1.768274307E-1,-2.711175680E-1
4.865576793E0,-1.905995011E-1,1.502561569E-1,-2.933789194E-1
4.885705226E0,-2.539921701E-1,1.663866043E-1,-2.756059766E-1
4.905833626E0,-3.125559092E-1,1.824121475E-1,-2.144756913E-1
4.925962059E0,-3.073698580E-1,1.151018143E-1,-1.912611276E-1
4.946090492E0,-3.132429719E-1,7.707309723E-2,-1.339532882E-1
4.966218925E0,-3.057043552E-1,1.811027527E-2,-4.046747461E-2
4.986347358E0,-2.497580349E-1,-1.609230042E-2,-4.238009453E-3
5.006442391E0,-1.447834373E-1,-1.455907822E-1,-7.954509556E-2
5.026537524E0,-5.772644281E-2,-2.487487793E-1,-1.168244556E-1
5.046665924E0,2.021461725E-2,-3.043756485E-1,-1.956977546E-1
5.066794357E0,5.019670725E-2,-3.509340286E-1,-2.751958370E-1
5.086922790E0,9.241816401E-2,-3.476591110E-1,-2.888765037E-1
5.107051190E0,6.741350889E-2,-3.255519867E-1,-2.767325044E-1
5.127179590E0,7.165247202E-2,-3.012905121E-1,-2.397979647E-1
5.147274656E0,6.253120303E-2,-2.819404602E-1,-1.679962724E-1
5.167336422E0,6.803601980E-2,-2.867097855E-1,-1.016356051E-2
5.187398188E0,6.433388591E-2,-2.557048798E-1,3.469385207E-2
5.207493321E0,4.026962817E-2,-1.767559052E-1,7.098748535E-2
5.227621721E0,1.028489619E-1,-1.837120056E-1,6.138082594E-2
5.247750121E0,1.452891380E-1,-1.976070404E-1,6.932332367E-2
5.267911887E0,1.930585355E-1,-1.706886292E-1,-1.902455091E-2
5.288106986E0,2.257601917E-1,-1.247186661E-1,-9.682101011E-2
5.308302052E0,2.641797960E-1,-1.196746826E-1,-1.140435934E-1
5.328463785E0,2.956396341E-1,-1.484975815E-1,2.602544427E-2
5.348592218E0,2.618668377E-1,-1.747131348E-2,3.609361351E-1
5.368753951E0,2.140186280E-1,4.060459137E-2,4.345770776E-1
5.388949017E0,1.544685364E-1,1.337223053E-1,5.191383362E-1
5.409177416E0,1.256851405E-1,1.143598557E-1,5.723081231E-1
5.429439148E0,9.241597354E-2,1.151781082E-1,5.749614835E-1
5.449700880E0,8.261719346E-2,1.132345200E-1,5.333239436E-1
5.469962579E0,1.518592238E-1,1.734924316E-2,4.595650733E-1
5.490224278E0,1.905472577E-1,-9.262180328E-2,2.669913173E-1
5.510452644E0,1.463362873E-1,-4.801082611E-2,4.520948231E-2
5.530647710E0,1.129189879E-1,-1.625633240E-2,-5.184116960E-2
5.550842776E0,1.081449538E-1,-1.141738892E-2,-1.736613959E-1
5.571004509E0,1.212247312E-1,-4.786396027E-2,-1.180340648E-1
5.591132908E0,1.198668927E-1,-3.702068329E-2,9.813070297E-3
5.611261341E0,9.213511646E-2,-6.723022461E-2,1.818129718E-1
5.631389741E0,1.226140559E-1,-1.259546280E-1,2.146744430E-1
5.651518141E0,6.138926744E-2,-1.939182281E-1,3.091403842E-1
5.671613240E0,-5.881963670E-2,-1.797733307E-1,4.070782959E-1
5.691675006E0,-1.586531252E-1,-1.674175262E-1,2.559598088E-1
5.711703439E0,-1.314360201E-1,-1.882667542E-1,5.875900388E-2
5.741696104E0,-9.657639265E-2,-1.038560867E-1,-4.999286234E-1
5.771688802E0,-1.632279605E-1,-6.826686859E-2,-5.232654810E-1
5.801681467E0,-3.948728144E-1,-2.559623718E-1,2.841812670E-1
5.831674165E0,-5.028899312E-1,-2.316465378E-1,5.184564590E-1
5.861666863E0,-4.709559083E-1,-1.491003036E-1,4.604428113E-1
5.891659528E0,-2.387942225E-1,4.857254028E-2,5.710932612E-2
5.921652193E0,-1.946871430E-1,-2.247810364E-2,1.497003436E-2
5.951644891E0,-2.212619931E-1,-1.439447403E-1,-1.096526533E-1
5.981637523E0,-1.488781571E-1,-1.400661469E-1,-5.571999550E-1
6.011630221E0,-1.939673722E-1,-1.445274353E-1,-3.647509515E-1
6.041622919E0,-1.090822369E-1,1.499471664E-1,5.281133652E-1
6.071615551E0,5.093417168E-1,-9.836063385E-1,-8.908854723E-1
6.101608249E0,3.665210903E-1,-6.506080627E-1,-7.133234739E-1
6.131600914E0,-8.444010466E-2,-3.066644669E-1,2.377516627E-1
6.161593546E0,8.637699485E-2,2.499017715E-1,6.488017738E-2
6.191586211E0,2.995534539E-1,4.816436768E-1,1.172833592E-1
6.221578909E0,2.071004920E-2,-5.166530609E-2,9.646716714E-2
6.251571541E0,-3.036288917E-1,-6.089019775E-1,-5.149756372E-2
6.281564239E0,7.711290568E-2,-3.022928238E-1,-8.044989407E-2
6.311556904E0,-2.089197934E-2,2.934446335E-1,-2.301496267E-2
6.341549569E0,-1.496388465E-1,2.928676605E-1,-3.981047869E-1
6.371542267E0,-2.548601627E-1,2.704696655E-1,-1.578025818E-1
6.401534932E0,9.568046033E-2,-6.505107880E-2,-1.360824108E-1
6.431527597E0,9.663659334E-2,-1.009178162E-2,-4.681181908E-2
6.461520329E0,1.595750004E-1,-2.541809082E-1,1.422272474E-1
6.491512994E0,1.603951752E-1,-2.110805511E-1,1.215717793E-1
6.521505659E0,-6.892843544E-2,-7.998466492E-3,1.242185682E-1
6.551498357E0,4.295878112E-2,-5.630779266E-2,-6.698459387E-2
6.581491022E0,-1.099913865E-1,-3.063488007E-2,-2.811172605E-2
6.611483687E0,-1.851034760E-1,-2.643871307E-2,-8.159086108E-2
6.641476352E0,1.117220819E-1,-1.828842163E-1,-1.337677240E-1
6.671469017E0,1.371398866E-1,-8.299636841E-2,7.292363048E-2
6.701461715E0,3.878194094E-2,-1.302471161E-1,8.968850970E-2
6.731454380E0,4.651230574E-2,-2.099790573E-1,5.240721107E-1
6.761447012E0,-1.870683432E-1,-1.179828644E-1,-3.037889600E-1
6.791439710E0,-4.115784764E-1,-1.163358688E-1,-5.690219402E-1
