"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.320605710E-1,-2.356437147E-1,-1.276988983E-1,1.053385213E-1
6.620532360E-1,-2.618326545E-1,-1.065502167E-1,1.989252865E-2
6.920459010E-1,-2.714537084E-1,-9.955501556E-2,-5.146064609E-2
7.220385990E-1,-2.671532631E-1,-7.537555695E-2,-7.310600579E-2
7.520312310E-1,-2.288641930E-1,2.925395966E-2,-1.006197557E-1
7.820239630E-1,-1.778100133E-1,4.086589813E-2,-1.422702074E-1
8.120166610E-1,-7.265138626E-2,-5.746841431E-2,-1.142201126E-1
8.420093260E-1,5.794376135E-2,-2.373914719E-1,-5.955474824E-2
8.720020580E-1,1.477417052E-1,-2.694578171E-1,5.745708942E-3
9.019947230E-1,2.148735225E-1,-2.398738861E-1,4.453743249E-2
9.319873220E-1,2.650311291E-1,-9.602069855E-2,1.033560336E-1
9.619799870E-1,2.520491481E-1,-4.371261597E-2,1.463646442E-1
9.919725190E-1,2.166076601E-1,-1.164216995E-1,2.162638158E-1
1.021965151E0,1.685944796E-1,-1.249217987E-1,2.635764778E-1
1.051957916E0,1.029383242E-1,-1.073522568E-1,3.015315533E-1
1.081950615E0,2.931401134E-2,-7.541179657E-2,2.697895169E-1
1.111943247E0,-8.217474818E-2,-1.008329391E-1,2.322946936E-1
1.141935979E0,-1.761758029E-1,-1.762657166E-1,1.812761724E-1
1.171928611E0,-2.190417051E-1,-7.625770569E-2,1.405774355E-1
1.201921277E0,-2.324581146E-1,-2.342510223E-2,8.061309904E-2
1.231913942E0,-2.071363628E-1,-3.708362579E-2,1.087868214E-2
1.261906640E0,-1.577783227E-1,-1.629476547E-1,-6.568090618E-2
1.291899539E0,-1.237778962E-1,-1.473293304E-1,-1.125209033E-1
1.321892237E0,-6.319725513E-2,-2.628040314E-2,-1.673125923E-1
1.351884836E0,2.106243372E-2,-2.028942108E-2,-1.908515096E-1
1.381877435E0,2.756607533E-2,-8.403587341E-2,-2.056658715E-1
1.411870133E0,5.971869826E-2,-1.336517334E-1,-2.022306323E-1
1.441862765E0,9.749928117E-2,-1.260271072E-1,-1.774442643E-1
1.471855430E0,8.566734195E-2,-1.498870850E-1,-1.518157572E-1
1.501848129E0,7.557052374E-2,-1.429519653E-1,-7.405527681E-2
1.531840794E0,3.744503856E-2,-3.568935394E-2,-1.059029996E-2
1.561833459E0,7.540076971E-3,-1.476287842E-2,6.261478364E-2
1.591826057E0,-1.011493802E-2,-2.986812592E-2,1.073253080E-1
1.621818722E0,-1.728698611E-2,-2.052888870E-1,1.152760386E-1
1.651811387E0,-2.882242203E-2,-2.463722229E-1,1.627465338E-1
1.681805852E0,4.384875298E-3,-2.200613022E-1,1.766588092E-1
1.711798517E0,2.064064145E-2,-1.432924271E-1,1.729276627E-1
1.741791182E0,3.968617320E-2,-7.838726044E-2,1.322105229E-1
1.771783847E0,1.204442978E-2,-2.299976349E-2,1.101818606E-1
1.791845579E0,3.954115510E-2,3.533363342E-3,9.808161110E-2
1.811907345E0,4.859232903E-2,3.676414490E-3,9.946729243E-2
1.831969111E0,4.594868422E-2,-2.019309998E-2,7.970496267E-2
1.852030911E0,3.394281864E-2,-3.454780579E-2,8.412570506E-2
1.872092710E0,5.675792694E-3,-4.419708252E-2,2.511398494E-2
1.892154776E0,-1.564165950E-2,-6.826400757E-2,1.173961163E-2
1.912216542E0,-1.591920853E-2,-6.843948364E-2,-1.635287702E-2
1.932278308E0,-3.480008245E-2,-1.189165115E-1,-2.948642522E-2
1.952340074E0,-5.221876502E-2,-2.004566193E-1,-3.029321507E-2
1.972401840E0,-8.198213577E-2,-2.173299789E-1,-6.075776368E-2
1.992463106E0,-6.574055552E-2,-2.173213959E-1,-1.069459543E-1
2.012524872E0,-5.346587300E-2,-1.573467255E-1,-7.468377799E-2
2.032586672E0,-5.272817612E-2,-1.140241623E-1,-9.574045241E-2
2.052648438E0,-1.474639773E-2,-5.628490448E-2,-1.058726981E-1
2.072710204E0,-1.926693320E-2,-3.683376312E-2,-1.177919805E-1
2.102701737E0,2.904802561E-3,-1.033658981E-1,-1.164464876E-1
2.132694435E0,4.891601205E-2,-1.555604935E-1,-9.737097472E-2
2.162687100E0,8.105391264E-2,-1.121845245E-1,-7.877251506E-2
2.192679432E0,6.855207682E-2,-1.169481277E-1,-3.971110657E-2
2.222672231E0,8.627018332E-2,-1.267309189E-1,-4.423596337E-2
2.252664896E0,5.602598190E-2,-9.123229980E-2,-3.468334675E-3
2.282657561E0,2.437648177E-2,-1.660747528E-1,2.165054530E-2
2.312650459E0,-3.017696738E-2,-3.608512878E-1,8.529285342E-2
2.342643124E0,-4.054659605E-2,-7.902278900E-1,1.155773699E-1
2.372635789E0,-7.469344139E-2,-1.331666946E0,1.102078110E-1
2.402628588E0,-6.993579865E-2,-1.774150848E0,-4.133170098E-2
2.432621287E0,-6.830838323E-2,-1.947489738E0,-1.012801901E-1
2.462613952E0,3.728696704E-2,-1.914095879E0,-3.005634844E-1
2.482675718E0,1.734972298E-1,-1.689791679E0,-1.933487356E-1
2.502737417E0,3.279302716E-1,-1.793549538E0,-9.210808575E-2
2.522799217E0,4.105125368E-1,-1.876152992E0,-8.614347875E-2
2.542860983E0,5.762053728E-1,-2.095737457E0,-2.539060637E-2
2.562922749E0,7.132337093E-1,-1.923071861E0,7.318484783E-2
2.582984481E0,7.499605417E-1,-1.784162521E0,9.705029428E-2
2.603044747E0,7.245079279E-1,-1.346030235E0,8.460764587E-2
2.623107746E0,7.058756351E-1,-8.361110687E-1,1.297893673E-1
2.643169512E0,6.092347503E-1,-2.999801636E-1,7.089958340E-2
2.663231312E0,4.940889180E-1,1.218795776E-3,-1.020509750E-2
2.683293078E0,3.618018627E-1,1.151113510E-1,-3.894801438E-2
2.703355844E0,2.210382670E-1,7.311544418E-1,-1.319518089E-1
2.723417344E0,1.189132333E-1,1.037620544E0,-1.515364349E-1
2.743479110E0,-2.072101831E-2,1.302387238E0,-1.584322602E-1
2.763540876E0,-2.206360400E-1,1.395831108E0,-1.474848241E-1
2.793533574E0,-3.664343357E-1,1.551706314E0,1.081839204E-2
2.823526173E0,-5.849326849E-1,1.944814682E0,8.861094713E-2
2.853518871E0,-7.215997577E-1,2.336693764E0,2.218535542E-1
2.883511569E0,-8.007972836E-1,3.384292126E0,4.661542773E-1
2.913502968E0,-8.561343551E-1,3.865630627E0,6.717383862E-1
2.933505367E0,-8.366144896E-1,4.143228531E0,8.188254237E-1
2.963498032E0,-6.953718066E-1,4.403487682E0,8.753240705E-1
2.993490697E0,-4.536705613E-1,6.704958916E0,8.333873153E-1
3.023483463E0,-6.756048203E-1,5.752210140E0,8.023848534E-1
3.043955035E0,-8.576384187E-1,5.398888588E0,7.073309422E-1
3.073947667E0,-1.497792482E0,3.863915920E0,4.402483702E-1
3.103940365E0,-1.977533221E0,3.141120434E0,-1.655359566E-2
3.133933230E0,-2.215762615E0,1.187869072E0,-6.691457033E-1
3.163925862E0,-1.459851861E0,-1.141587257E0,-9.332134724E-1
3.193918560E0,-4.248134196E-1,-3.069735527E0,-7.330718637E-1
3.223903992E0,1.404622793E0,-6.366349220E0,2.355353683E-1
3.253896624E0,1.906750202E0,-7.924215317E0,9.070953131E-1
3.283889322E0,1.094377279E0,-8.192533493E0,7.362589836E-1
3.313881987E0,-3.496768475E-1,-7.384579659E0,-2.159464955E-1
3.343874786E0,-1.249655724E0,-6.348899841E0,-1.137632608E0
3.373867584E0,-8.742989302E-1,-5.836280823E0,-1.413658381E0
3.403860249E0,3.504962921E-1,-5.515109062E0,-7.454187870E-1
3.433852715E0,1.509013414E0,-4.718011856E0,1.745306402E-1
3.463845413E0,1.867730618E0,-3.063085556E0,7.756077051E-1
3.493838078E0,1.416889191E0,-1.159228325E0,7.262424231E-1
3.523830743E0,6.650921702E-1,7.476844788E-1,2.611883581E-1
3.553823441E0,3.857982904E-2,2.353246212E0,-2.326756418E-1
3.583816106E0,-2.765498161E-1,3.268776894E0,-4.135004580E-1
3.613808771E0,-1.876628101E-1,4.122912407E0,-4.929514527E-1
3.643801503E0,3.839907050E-2,4.386006355E0,-1.167976260E-1
3.673794068E0,4.157129824E-1,4.377576351E0,5.741504431E-1
3.703786766E0,8.356292248E-1,4.146390438E0,1.280494452E0
3.723848565E0,1.021268845E0,3.981002808E0,1.740742445E0
3.743910331E0,1.092442632E0,3.763192177E0,2.062384367E0
3.763972097E0,1.162870288E0,3.458938599E0,2.280732155E0
3.784033863E0,1.141932130E0,3.012040138E0,2.199315071E0
3.804095629E0,9.649089575E-1,2.699394226E0,1.906037807E0
3.824157395E0,8.107536435E-1,2.518694401E0,1.570210457E0
3.844219161E0,5.355950594E-1,1.745346069E0,7.857958078E-1
3.864280993E0,3.925139904E-1,1.264249802E0,1.771822572E-1
3.884342759E0,2.006769776E-1,7.535381317E-1,-4.324222803E-1
3.904404559E0,1.778635383E-2,1.386804581E-1,-7.812718749E-1
3.924466291E0,-9.746485949E-2,-4.354286194E-1,-7.708705068E-1
3.944528057E0,-1.004902720E-1,-1.195701599E0,-4.061413109E-1
3.964589823E0,-1.664549112E-2,-2.038237572E0,2.370621264E-1
3.984651555E0,3.523266315E-2,-2.558211327E0,8.633168936E-1
4.004713321E0,1.875706911E-1,-3.191977501E0,1.439303994E0
4.034706053E0,4.525078535E-1,-3.821269989E0,1.592914581E0
4.064698685E0,6.037048101E-1,-4.334866524E0,8.970071673E-1
4.094691383E0,4.997229576E-1,-4.428645134E0,-4.348960519E-1
4.124684048E0,5.207136273E-2,-3.736808777E0,-1.566131592E0
4.154676647E0,-4.282745719E-1,-2.955599785E0,-1.488602638E0
4.184669345E0,-6.075273752E-1,-2.226493835E0,-6.983552575E-1
4.214662010E0,-5.845257640E-1,-1.520405769E0,1.250188649E-1
4.244654675E0,-2.922173142E-1,-9.580230713E-1,4.836649895E-1
4.274647373E0,-1.156365871E-2,-4.314298630E-1,1.008535624E-1
4.304640038E0,5.755048990E-2,2.233648300E-1,-6.908872724E-1
4.334632637E0,-3.610265255E-2,7.745046616E-1,-1.390439153E0
4.364625335E0,-3.324179947E-1,1.611055374E0,-1.925578117E0
4.394618000E0,-7.385376692E-1,2.202520847E0,-1.823178291E0
4.424610698E0,-1.033083081E0,2.574267387E0,-1.397257686E0
4.454603363E0,-1.133896351E0,2.697020531E0,-8.214198947E-1
4.484596028E0,-1.093596101E0,2.661473274E0,-2.371210158E-1
4.514588693E0,-8.216243982E-1,2.380185604E0,3.637650609E-2
4.544581358E0,-4.354898632E-1,1.901760101E0,-3.106361628E-2
4.574574023E0,-6.919962168E-2,1.309888840E0,-4.397640228E-1
4.604566721E0,1.963422298E-1,7.791347504E-1,-9.631195664E-1
4.634559420E0,1.330883801E-1,1.389064789E-1,-1.303706646E0
4.664552085E0,-1.811007261E-1,-1.724977493E-1,-1.140680194E0
4.694544783E0,-4.606333077E-1,-5.279321671E-1,-5.171586275E-1
4.724537415E0,-6.033348441E-1,-8.892984390E-1,2.389841378E-1
4.754530080E0,-3.600905240E-1,-1.470898628E0,7.142440677E-1
4.774591880E0,-3.399652243E-2,-1.870424271E0,7.327500582E-1
4.794653646E0,3.119754493E-1,-2.225983620E0,5.204935074E-1
4.814715412E0,6.087951660E-1,-2.410606384E0,1.368530840E-1
4.834777178E0,8.222851157E-1,-2.492778778E0,-2.884142101E-1
4.854838944E0,8.693745136E-1,-2.466684341E0,-4.620423615E-1
4.874900710E0,7.492115498E-1,-2.248761177E0,-5.886930823E-1
4.894962476E0,4.266784191E-1,-1.786551476E0,-4.055638015E-1
4.915024242E0,2.255130708E-1,-1.420170784E0,-2.766059339E-2
4.935085975E0,9.640096873E-2,-1.135149956E0,4.586874843E-1
4.955147741E0,7.415559143E-2,-8.494329453E-1,9.093677998E-1
4.975209507E0,2.067070305E-1,-6.496829987E-1,1.140210271E0
4.995271373E0,3.819743991E-1,-5.560827255E-1,1.179997921E0
5.015333139E0,6.851426363E-1,-4.001169205E-1,9.732683301E-1
5.035394905E0,8.704774380E-1,-3.094987869E-1,7.970211506E-1
5.055456705E0,1.106823683E0,-2.458190918E-2,2.924769223E-1
5.085449370E0,1.199618101E0,2.174940109E-1,-8.427053690E-2
5.115442069E0,1.045146227E0,7.690048218E-1,-2.113443315E-1
5.145434767E0,8.577774763E-1,1.006294250E0,-1.478934288E-2
5.175427465E0,5.672633052E-1,1.337037086E0,5.316119790E-1
5.205420130E0,4.836650491E-1,1.344256401E0,9.428265095E-1
5.235412795E0,6.852509975E-1,1.116660118E0,1.184502125E0
5.265405460E0,6.527222395E-1,1.037240028E0,9.280602932E-1
5.295398025E0,7.434608936E-1,8.202533722E-1,4.966070354E-1
5.325390690E0,9.076414108E-1,4.460306168E-1,2.188785374E-2
5.355383355E0,6.758704782E-1,2.449903488E-1,-4.539016485E-1
5.385376020E0,4.656015933E-1,1.644039154E-2,-3.876867294E-1
5.415368685E0,1.692836881E-1,-2.079839706E-1,-5.791158229E-2
5.445361317E0,-8.298757672E-2,-3.844738007E-1,4.327334762E-1
5.475353982E0,-6.222113967E-2,-7.698812485E-1,7.184960842E-1
5.505346680E0,-1.058887541E-1,-1.013451576E0,5.533452034E-1
5.535339412E0,-6.863993406E-2,-1.271121979E0,6.722249836E-2
5.565332077E0,-5.586886406E-2,-1.362991333E0,-5.295171738E-1
5.595324775E0,-2.944585979E-1,-1.237399101E0,-8.759593368E-1
5.625317440E0,-5.098532438E-1,-1.133322716E0,-7.594780922E-1
5.655310105E0,-7.973411083E-1,-8.409786224E-1,-3.821556568E-1
5.685302803E0,-9.462205768E-1,-6.226720810E-1,1.404454857E-1
5.715295435E0,-9.144819975E-1,-5.483846664E-1,3.607345521E-1
5.745288133E0,-9.027068615E-1,-3.059263229E-1,1.585841477E-1
5.775280898E0,-8.329401016E-1,-1.883907318E-1,-1.430501938E-1
5.805273530E0,-7.851901054E-1,-5.568599701E-2,-5.962160826E-1
5.835266162E0,-9.108462930E-1,3.443088531E-1,-9.437479973E-1
5.865258860E0,-1.046067238E0,5.756826401E-1,-8.441246748E-1
5.895251526E0,-1.176330566E0,7.237129211E-1,-5.154529810E-1
5.925244224E0,-1.058588266E0,6.993350983E-1,-5.964417756E-2
5.955236922E0,-1.004892826E0,7.375621796E-1,2.618066967E-1
5.985229554E0,-8.553808331E-1,6.890459061E-1,2.211099565E-1
6.015222252E0,-5.506467819E-1,4.632406235E-1,3.533792496E-2
6.045214917E0,-3.809515536E-1,3.434314728E-1,-2.760542035E-1
6.075207550E0,-2.152062058E-1,1.664972305E-1,-6.208093166E-1
6.105200248E0,-1.903348863E-1,-9.939193726E-3,-6.095805764E-1
6.135192947E0,-2.638499141E-1,-5.049705505E-2,-4.111436009E-1
6.165185612E0,-2.311995625E-1,-2.528591156E-1,3.545417637E-2
6.195178277E0,-2.194228768E-1,-3.185005188E-1,3.527360260E-1
6.225170942E0,-1.632189751E-2,-5.008382797E-1,4.955556095E-1
6.255163607E0,2.726867795E-1,-6.626253128E-1,4.608883262E-1
6.285156305E0,5.999003053E-1,-8.494539261E-1,1.684419662E-1
6.315148970E0,8.375940323E-1,-9.408407211E-1,-2.073642612E-2
6.345141635E0,9.011471868E-1,-9.310960770E-1,1.438638568E-2
6.375134267E0,7.024428844E-1,-6.786155701E-1,2.201705575E-1
6.405126965E0,5.365906954E-1,-4.772911072E-1,5.561869740E-1
6.435119597E0,3.956989646E-1,-2.322263718E-1,8.160618544E-1
6.465112262E0,4.113508463E-1,-9.648990631E-2,8.889868259E-1
6.495104994E0,5.943959951E-1,-5.338573456E-2,7.766076922E-1
6.525097692E0,8.097751141E-1,-3.337097168E-2,5.601559877E-1
6.555090357E0,9.907045364E-1,-2.560329437E-2,4.267888963E-1
6.585083022E0,1.024614453E0,7.530212402E-3,3.876091242E-1
6.615075720E0,8.204465508E-1,1.761693954E-1,4.775841832E-1
6.645068385E0,5.293211937E-1,3.594703674E-1,6.640682817E-1
6.675061050E0,2.453273535E-1,4.672708511E-1,7.646545768E-1
6.705053715E0,3.865641356E-2,5.613670349E-1,7.519048452E-1
6.735046380E0,1.626542211E-2,4.442787170E-1,5.958666205E-1
6.765039045E0,7.957690954E-2,3.128309250E-1,4.117212296E-1
6.795031677E0,3.521110415E-1,-3.550815582E-2,1.508954763E-1
6.825024309E0,4.548825324E-1,-2.339220047E-1,3.977525234E-2
6.855017007E0,3.572852612E-1,-3.734073639E-1,2.697421610E-2
6.885009705E0,1.160710156E-1,-3.920173645E-1,1.077187657E-1
6.915002371E0,-2.466941178E-1,-3.472118378E-1,1.194414943E-1
6.944995069E0,-4.910426736E-1,-3.090925217E-1,6.466405094E-2
6.974987767E0,-6.130555868E-1,-3.317060471E-1,-1.218145043E-1
7.004980399E0,-5.297466516E-1,-4.351329803E-1,-4.181901813E-1
7.034973097E0,-3.417118490E-1,-5.810670853E-1,-6.382160783E-1
7.064965795E0,-1.614834070E-1,-6.779661179E-1,-6.956918836E-1
7.094958427E0,-1.082399487E-1,-6.288423538E-1,-6.377090812E-1
7.124951125E0,-2.224925756E-1,-5.697546005E-1,-5.515224934E-1
7.154943790E0,-4.866941273E-1,-3.062038422E-1,-4.747975469E-1
7.184936455E0,-7.795332074E-1,-2.793407440E-2,-4.818533957E-1
7.214929120E0,-8.780921102E-1,1.431741714E-1,-5.875391960E-1
7.244921785E0,-8.789660931E-1,2.762813568E-1,-7.838366628E-1
7.274914450E0,-6.192983389E-1,1.743402481E-1,-8.302620649E-1
7.304907148E0,-3.851593137E-1,1.534605026E-1,-8.386803865E-1
7.334899813E0,-3.098334372E-1,1.719083786E-1,-7.653087378E-1
7.364892478E0,-1.767028570E-1,1.313962936E-1,-4.755063653E-1
7.394885176E0,-2.743386924E-1,2.180261612E-1,-2.538657486E-1
7.424877841E0,-3.473188281E-1,2.677021027E-1,-1.347946972E-1
7.454870506E0,-4.377264082E-1,2.523393631E-1,-1.251650602E-1
7.484863171E0,-4.698397815E-1,2.481756210E-1,-2.024832070E-1
7.514855936E0,-2.842361927E-1,1.246690750E-1,-2.682154775E-1
7.544848634E0,3.915810585E-2,-2.514877319E-1,-2.279739082E-1
7.574841299E0,1.751646280E0,-2.894658089E0,6.042970419E-1
7.604833964E0,1.209624290E0,-1.970407486E0,9.833523631E-1
7.634826662E0,-1.741957814E-1,4.715557098E-1,-4.217326641E-3
7.664819327E0,7.137298584E-3,4.514455795E-1,1.067519307E0
7.694811992E0,8.520210981E-1,-4.150381088E-1,1.723184943E0
7.724804690E0,1.057674408E0,-4.905776978E-1,1.549121141E-1
7.754797355E0,5.196685791E-1,4.291200638E-1,5.545362234E-1
7.784790020E0,3.321498930E-1,4.093475342E-1,-5.650913715E-1
7.814782618E0,1.005544960E-1,-3.111839294E-1,-2.215775847E-1
7.844775250E0,1.993001699E-1,2.391920090E-1,-1.600039005E-1
7.874767915E0,4.022446275E-2,2.744998932E-1,5.060496926E-2
7.904760613E0,3.491613269E-2,7.851600647E-3,-2.586387396E-1
7.934753245E0,-1.282733977E-1,-7.449245453E-2,-2.918420136E-1
7.964745943E0,3.651049733E-2,-1.424322128E-1,-2.708173394E-1
7.994738641E0,8.470219374E-2,-7.622051239E-2,-2.045066953E-1
8.024731273E0,7.520532608E-2,-1.368255615E-1,-1.500892639E-2
8.054723971E0,6.764262915E-2,-1.017684937E-1,-1.405792236E-1
8.084716669E0,8.773922920E-3,-6.221961975E-2,2.634733915E-3
8.114709301E0,2.232852578E-2,7.320785522E-2,3.658896685E-2
8.144701999E0,-9.259784222E-2,5.089378357E-2,-8.145689964E-2
8.174694731E0,-1.278340816E-1,-1.387920380E-1,-1.038532257E-1
8.204687363E0,-1.618587226E-1,-6.968498230E-2,-1.430358887E-1
8.234680061E0,3.106465936E-2,-1.225938797E-1,-6.629204750E-2
8.264672726E0,-1.173074245E-1,-5.791759491E-2,-1.171138287E-1
8.294665391E0,-3.391045332E-2,-1.629476547E-1,1.352560520E-2
8.324658089E0,7.129421830E-2,-1.650257111E-1,-1.232790947E-2
8.354650754E0,-1.358420700E-1,-7.405662537E-2,-8.565533161E-2
8.384643419E0,-3.326404095E-2,2.383232117E-2,-4.859334230E-2
8.414636117E0,1.007694006E-2,-7.965278625E-2,-6.759405136E-2
8.444628782E0,-2.280402184E-2,-6.358337402E-2,3.841364384E-2
8.474621414E0,-1.046739817E-1,5.519104004E-2,-1.116055846E-1
8.504614112E0,-2.792239189E-3,-5.112266541E-2,-4.146665335E-2
8.534606777E0,2.519458532E-3,-1.667594910E-1,2.841168642E-2
8.564599442E0,1.094743609E-2,-7.625675201E-2,-1.092230678E-1
8.594592107E0,-2.495601773E-2,-1.027908325E-1,-9.155666828E-2
8.624551439E0,3.000468016E-2,-1.675453186E-1,-2.931779623E-2
8.654444138E0,-1.529598236E-2,-1.484737396E-1,-5.936837196E-2
8.684336837E0,-7.462355494E-2,-6.959438324E-2,-7.404267788E-2
8.714228803E0,-1.260447502E-2,-4.862308502E-2,-3.136974573E-2
8.744121502E0,3.948956728E-3,-1.454038620E-1,6.245374680E-4
8.774014201E0,-2.082395554E-2,-1.107645035E-1,8.610779047E-2
8.803906900E0,6.802725792E-2,2.895355225E-2,2.476841211E-2
8.833799599E0,-3.056195378E-2,6.512069702E-2,-4.746537805E-1
8.863692298E0,1.628555954E-1,-3.973779678E-1,4.366671741E-1
8.893585030E0,-1.015470922E-1,-2.250795364E-1,-1.545667648E-2
8.923511062E0,7.494539022E-3,-1.350517273E-1,-1.974372268E-1
8.943572862E0,-2.385250479E-1,-1.250371933E-1,-2.833690047E-1
8.963701295E0,-3.300511539E-1,-1.876058578E-1,-4.646653533E-1
