"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.390426365E0,-2.431520522E-1,9.091777802E-1,-3.801128864E-1
2.420419030E0,-2.738042176E-1,1.174587250E0,-3.923475742E-1
2.450411528E0,-2.349494696E-1,1.229829788E0,-2.449240685E-1
2.480404260E0,-1.262299269E-1,1.208516121E0,-1.391315460E-2
2.510396925E0,-9.914121032E-2,1.360154152E0,1.871347427E-2
2.540385757E0,-1.162985861E-1,1.807081223E0,-3.529357910E-2
2.570378455E0,-2.761507034E-2,2.435054302E0,6.338357925E-3
2.600371087E0,8.369475603E-2,2.335460186E0,3.630710840E-1
2.630391253E0,-4.136301875E-1,2.195380688E0,-6.713736057E-2
2.650452952E0,-4.611327648E-1,2.207875729E0,-7.206410170E-1
2.670514818E0,-8.112650365E-3,1.979629517E0,-6.089442968E-1
2.690576584E0,6.386541128E-1,1.253518105E0,1.041538715E-1
2.710638350E0,8.750360608E-1,7.032194138E-1,3.835347891E-1
2.730703450E0,8.550556302E-1,2.303371429E-1,4.213587046E-1
2.750765182E0,6.706304550E-1,-9.314250946E-2,3.185817003E-1
2.770826915E0,5.336393118E-1,-3.653526306E-1,4.636977911E-1
2.790955348E0,1.241398230E-1,-9.568405151E-1,6.575896740E-1
2.811083781E0,-1.356565058E-1,-1.084216118E0,5.740629435E-1
2.831212047E0,-5.806789398E-1,-1.391667366E0,1.669818163E-1
2.851340447E0,-5.241310000E-1,-1.915349960E0,3.387824297E-1
2.871468847E0,-3.555324674E-1,-2.326695442E0,3.718873262E-1
2.891597280E0,-1.215448976E-1,-2.648408890E0,2.199269533E-1
2.911725713E0,3.188901544E-1,-2.978356361E0,2.349823713E-1
2.931827945E0,7.827616334E-1,-3.359798431E0,5.457524061E-1
2.951889778E0,9.162310362E-1,-3.398959160E0,5.975122452E-1
2.971951478E0,7.669881582E-1,-3.188408852E0,3.713808060E-1
2.992013244E0,5.815926790E-1,-2.933786392E0,4.108552933E-1
3.012075010E0,2.669626176E-1,-2.575777054E0,4.673175812E-1
3.032132976E0,-2.066928595E-1,-1.993547440E0,3.382053375E-1
3.052931675E0,-4.996028543E-1,-1.459635735E0,9.445810318E-2
3.072993441E0,-5.698857307E-1,-1.252717972E0,7.402205467E-2
3.102986073E0,-3.259527385E-1,-6.541357040E-1,1.895972490E-1
3.132978938E0,-1.305523813E-1,-3.233518600E-1,1.282942295E-2
3.162971370E0,4.448725581E-1,9.298610687E-2,-1.122570038E-2
3.192964035E0,5.462996960E-1,5.596446991E-1,-1.593744755E-1
3.222956700E0,4.123037755E-1,1.033703804E0,-4.406077266E-1
3.252942132E0,1.073436439E-1,1.395378113E0,-4.117728472E-1
3.272970598E0,-1.925757825E-1,1.679003716E0,-4.612971544E-1
3.293032364E0,-5.028046370E-1,1.931008816E0,-5.528079867E-1
3.313094130E0,-6.323731542E-1,2.003672600E0,-5.488305688E-1
3.333156530E0,-6.692938805E-1,2.000758648E0,-4.151287079E-1
3.353218196E0,-6.483552456E-1,1.941223621E0,-2.815864682E-1
3.373279962E0,-5.514444709E-1,1.830968380E0,-2.346367836E-1
3.393341728E0,-3.766287863E-1,1.726701736E0,-2.644628882E-1
3.413403494E0,-8.844994009E-2,1.484453201E0,-1.500388384E-1
3.433465294E0,2.008586973E-1,1.027038574E0,4.927873611E-3
3.453527327E0,3.363606334E-1,7.924118042E-1,-2.849578857E-2
3.473589093E0,4.273369908E-1,5.706920624E-1,-1.553523540E-1
3.493650859E0,3.839997649E-1,3.083591461E-1,-1.801806688E-1
3.513712625E0,1.856230348E-1,1.410856247E-1,-2.734863758E-1
3.533774391E0,-1.143189520E-1,5.631732941E-2,-4.028862715E-1
3.553836157E0,-3.700255454E-1,-3.678131104E-2,-5.164817572E-1
3.573864557E0,-4.936424792E-1,-1.585206985E-1,-5.092223883E-1
3.603857222E0,-6.494324803E-1,-5.711593628E-1,-2.570015192E-1
3.633849920E0,-3.836605251E-1,-1.049625397E0,-1.795482635E-2
3.663842619E0,8.629152179E-2,-1.531580925E0,4.076733589E-1
3.693835284E0,4.548279047E-1,-1.808733940E0,5.581623316E-1
3.723827949E0,6.227467060E-1,-1.866480827E0,4.793769121E-1
3.753820581E0,4.323936403E-1,-1.750997543E0,3.060975075E-1
3.783813279E0,2.757066488E-2,-1.346268654E0,-8.490860462E-2
3.813805977E0,-3.885457516E-1,-8.238315582E-1,-4.148801565E-1
3.843798609E0,-4.812427163E-1,-5.817337036E-1,-4.048910141E-1
3.863860408E0,-2.802200019E-1,-3.836851120E-1,-2.818653584E-1
3.883922174E0,-6.026019156E-2,-3.494577408E-1,-5.517458916E-2
3.903983974E0,1.938095689E-1,-2.937183380E-1,1.742357016E-1
3.924045740E0,3.527388871E-1,-2.417831421E-1,3.129899502E-1
3.944174173E0,6.074638963E-1,-8.659839630E-2,4.573951960E-1
3.964302606E0,6.583058834E-1,6.444263458E-2,4.769167900E-1
3.984431039E0,4.982081056E-1,3.100023270E-1,3.749190569E-1
4.004559439E0,3.207648695E-1,5.181369781E-1,2.323545218E-1
4.024687839E0,1.300914139E-1,7.389812469E-1,-5.031228065E-3
4.044816272E0,8.161395788E-3,8.438138962E-1,-1.219316721E-1
4.064944705E0,-2.712486386E-1,1.113792419E0,-3.434962630E-1
4.085073105E0,-3.745616376E-1,1.188466072E0,-4.290807843E-1
4.105201505E0,-3.072074056E-1,1.150061607E0,-4.174724221E-1
4.125396604E0,-1.985408366E-1,1.068699837E0,-3.392923474E-1
4.145591670E0,-3.890715539E-2,9.031162262E-1,-1.355483532E-1
4.165720069E0,1.781651378E-1,6.954545975E-1,1.047136784E-1
4.185848502E0,3.488493264E-1,4.757690430E-1,3.413362503E-1
4.205976935E0,5.074396729E-1,2.720870972E-1,5.428228378E-1
4.226105335E0,5.063191652E-1,1.199693680E-1,6.865670085E-1
4.246167034E0,3.856610358E-1,6.906700134E-2,7.165626884E-1
4.266228800E0,2.397111356E-1,-1.032829285E-3,6.288673878E-1
4.286290566E0,1.295459867E-1,-2.336120605E-2,5.371977687E-1
4.306352365E0,-1.886710972E-1,-4.776859283E-2,2.590662241E-1
4.326414165E0,-3.019457459E-1,-4.224109650E-2,1.361962557E-1
4.346475931E0,-3.678247333E-1,-1.468276978E-1,-8.687770367E-2
4.366537697E0,-3.255970478E-1,-2.549104691E-1,-1.511453986E-1
4.386599463E0,-1.991918385E-1,-4.157314301E-1,-1.315313578E-1
4.406661229E0,-9.267374873E-3,-6.070652008E-1,2.799963951E-2
4.436653894E0,2.687319815E-1,-8.826923370E-1,3.396270275E-1
4.466646559E0,3.344553709E-1,-9.984884262E-1,5.804102421E-1
4.486708358E0,2.594770193E-1,-9.686441422E-1,6.636885405E-1
4.506770091E0,1.457926929E-1,-9.024457932E-1,7.047706842E-1
4.526831857E0,-5.474638939E-2,-7.240343094E-1,5.652965307E-1
4.546893657E0,-2.627455294E-1,-5.777492523E-1,3.804699183E-1
4.566955423E0,-3.967365026E-1,-4.024467468E-1,2.158730030E-1
4.587017189E0,-3.886228800E-1,-2.713508606E-1,8.974075317E-3
4.607078955E0,-3.622205555E-1,-2.288045883E-1,-1.146360636E-1
4.627140721E0,-2.456621975E-1,-1.061306000E-1,-2.760776281E-1
4.647202487E0,-6.588964164E-2,-6.520843506E-2,-2.723293304E-1
4.667330920E0,1.102135926E-1,-7.898235321E-2,-2.207484245E-1
4.687459353E0,2.019026428E-1,-6.391906738E-2,-1.975572109E-1
4.707587786E0,2.595354021E-1,-3.260326385E-2,-6.855273247E-2
4.727716186E0,2.205244303E-1,4.760837555E-2,-3.012657166E-3
4.747844586E0,9.417365491E-2,1.538963318E-1,1.197438240E-1
4.767973019E0,-6.742905080E-2,2.683172226E-1,1.114795208E-1
4.788034752E0,-2.423038483E-1,3.901624680E-1,6.159162521E-2
4.808096518E0,-3.447328210E-1,4.473514557E-1,-7.242918015E-3
4.828158284E0,-3.991396129E-1,5.267095566E-1,-9.415721893E-2
4.848286717E0,-3.658125997E-1,5.280218124E-1,-1.992479563E-1
4.868415117E0,-2.902609408E-1,4.785575867E-1,-3.148818016E-1
4.888543517E0,-1.133621186E-1,4.054079056E-1,-3.630484343E-1
4.908738583E0,-2.472147346E-3,3.307828903E-1,-3.815255165E-1
4.928933649E0,2.112910897E-1,1.430444717E-1,-3.410266638E-1
4.949128715E0,2.852477133E-1,3.214073181E-2,-3.036719561E-1
4.969257115E0,2.753064632E-1,-3.076171875E-2,-2.358525991E-1
4.989385515E0,2.012419701E-1,-9.173297882E-2,-1.557712555E-1
5.009513948E0,1.181227416E-1,-1.231527328E-1,-1.177824736E-1
5.029642381E0,-4.640176892E-2,-1.117057800E-1,-6.812083721E-2
5.049770814E0,-2.430745065E-1,-1.298475266E-1,-5.327534676E-2
5.069899214E0,-3.446788490E-1,-1.396360397E-1,-1.224839687E-2
5.090027647E0,-3.497716784E-1,-1.962261200E-1,-4.379868507E-3
5.110156080E0,-2.798044086E-1,-2.781429291E-1,-3.905045986E-2
5.130284513E0,-1.871113032E-1,-2.892503738E-1,-2.995252609E-2
5.150346245E0,-5.648583174E-4,-4.136047363E-1,-3.735971451E-2
5.170408045E0,2.491034269E-1,-5.429344177E-1,-4.315268993E-2
5.190469845E0,3.289169967E-1,-5.614700317E-1,-7.222402096E-2
5.220462510E0,3.554754853E-1,-5.490074158E-1,-6.229388714E-2
5.250455142E0,1.360966563E-1,-3.957204819E-1,-8.852851391E-2
5.280447807E0,-1.443069875E-1,-2.397279739E-1,-8.280265331E-2
5.310440472E0,-2.909985185E-1,-1.361217499E-1,-4.503726959E-3
5.340433204E0,-3.459504545E-1,-4.797077179E-2,7.913017273E-2
5.360461703E0,-2.876764834E-1,-1.565265656E-2,1.277012825E-1
5.380523469E0,-8.644779027E-2,-2.977752686E-2,2.270123959E-1
5.400585168E0,8.207118511E-2,-7.145786285E-2,2.535685301E-1
5.420646968E0,2.043012381E-1,-5.709266663E-2,2.306079865E-1
5.440708734E0,2.728023529E-1,-4.329299927E-2,2.062016726E-1
5.460770500E0,2.907409668E-1,1.679420471E-3,1.588543653E-1
5.480832266E0,2.108810544E-1,6.622600555E-2,6.256735325E-2
5.500894032E0,7.054296136E-2,1.768388748E-1,8.595347404E-3
5.520955798E0,-1.233832836E-1,2.642517090E-1,-2.493882179E-2
5.541017564E0,-2.443189770E-1,2.878694534E-1,-1.205503941E-2
5.561079330E0,-3.735552132E-1,3.240461349E-1,3.915154934E-2
5.581141096E0,-4.076023102E-1,3.129367828E-1,1.135685444E-1
5.601202862E0,-4.037843049E-1,2.998266220E-1,1.668213606E-1
5.621264595E0,-2.496002614E-1,1.572790146E-1,3.456437588E-1
5.641326327E0,-8.704873919E-2,4.269886017E-2,4.487789869E-1
5.661354726E0,4.533924162E-2,-5.881786346E-2,4.973248839E-1
5.691347424E0,2.010064125E-1,-1.742353439E-1,5.095999241E-1
5.721340090E0,1.817012727E-1,-1.963272095E-1,4.113181829E-1
5.751332755E0,5.636531115E-2,-1.908569336E-1,2.839286327E-1
5.781325420E0,-2.429545671E-1,-7.467556000E-2,1.202673912E-1
5.811318085E0,-4.273704886E-1,-5.240154266E-2,7.403504848E-2
5.841310783E0,-4.398397207E-1,-7.748222351E-2,1.726648808E-1
5.871303448E0,-2.679553628E-1,-2.176055908E-1,3.239805698E-1
5.901296113E0,-1.768615842E-2,-3.293418884E-1,4.684269428E-1
5.931288811E0,1.278650314E-1,-3.841905594E-1,5.256447792E-1
5.961281476E0,2.053178549E-1,-3.633346558E-1,4.566707611E-1
5.991274141E0,6.421032548E-2,-2.205400467E-1,2.663538456E-1
6.021266806E0,-1.424367428E-1,-1.902675629E-2,6.340062618E-2
6.051259471E0,-3.698177338E-1,9.441471100E-2,-1.136318445E-1
6.081252136E0,-4.143820405E-1,1.556634903E-1,-1.315243244E-1
6.111244834E0,-2.824206650E-1,1.101264954E-1,-4.913043976E-2
6.141237500E0,-6.038117409E-2,2.753067017E-2,6.588864326E-2
6.161265966E0,1.099283397E-1,-4.869174957E-2,1.731547117E-1
6.181327732E0,2.119095623E-1,-1.091079712E-1,2.195502520E-1
6.201389498E0,2.625063062E-1,-1.252145767E-1,2.079600096E-1
6.221451264E0,2.162228525E-1,-7.783412933E-2,1.528429985E-1
6.241513030E0,1.131196171E-1,-2.657604218E-2,5.114817619E-2
6.261574796E0,-4.610891640E-2,2.394199371E-2,-5.723202229E-2
6.281669928E0,-1.364714801E-1,6.675148010E-2,-1.425195932E-1
6.301798361E0,-3.138356507E-1,1.335954666E-1,-2.982693911E-1
6.321926761E0,-3.585993648E-1,1.463079453E-1,-3.501408100E-1
6.342055194E0,-3.192780614E-1,8.134365082E-2,-3.572968245E-1
6.362183660E0,-2.171280235E-1,-6.061553955E-3,-3.143758774E-1
6.382312126E0,-1.169010997E-1,-4.228401184E-2,-2.819494009E-1
6.402473892E0,8.361777663E-2,-1.953153610E-1,-1.426271200E-1
6.422668958E0,2.195430845E-1,-2.764577866E-1,-6.733536720E-2
6.442863991E0,2.991446555E-1,-3.457574844E-1,-1.911246777E-2
6.463059057E0,2.742581367E-1,-3.507061005E-1,-2.083086967E-2
6.483254123E0,2.572559118E-1,-3.344669342E-1,-4.206252098E-2
6.503449222E0,6.616635621E-2,-2.612981796E-1,-1.077687740E-1
6.523644288E0,-1.005417779E-1,-2.006950378E-1,-2.063192129E-1
6.543839387E0,-1.717496216E-1,-1.309251785E-1,-2.465229034E-1
6.564034453E0,-2.941316962E-1,-8.261299133E-2,-3.543767929E-1
6.584196152E0,-2.895763814E-1,-7.202625275E-2,-3.638619184E-1
6.604324552E0,-2.197699994E-1,-8.692455292E-2,-3.751444817E-1
6.624452985E0,-9.209221601E-2,-1.247291565E-1,-3.328558207E-1
6.644614751E0,6.973901391E-2,-1.810045242E-1,-2.719848156E-1
6.664809784E0,1.586773098E-1,-2.031736374E-1,-2.201404572E-1
6.685004817E0,2.882330120E-1,-2.296419144E-1,-1.532998085E-1
6.705166516E0,2.947647572E-1,-2.317266464E-1,-1.176006794E-1
6.725294982E0,2.639314532E-1,-1.687288284E-1,-7.492768764E-2
6.745423415E0,1.373671740E-1,-8.899879456E-2,-1.048778296E-1
6.765518481E0,-2.379223704E-3,-2.403545380E-2,-1.375559568E-1
6.785580247E0,-1.140951663E-1,3.804016113E-2,-1.672663689E-1
6.805641979E0,-2.135787606E-1,9.486389160E-2,-2.027105093E-1
6.825703745E0,-2.234885842E-1,1.154375076E-1,-1.901737452E-1
6.845765478E0,-1.783512235E-1,9.994602203E-2,-2.015472651E-1
6.865827244E0,-9.381094575E-2,7.005500793E-2,-1.637178659E-1
6.885889044E0,4.104433954E-2,-4.873275757E-4,-1.316869259E-1
6.905950844E0,1.667946428E-1,-3.975772858E-2,-9.060680866E-2
6.926012610E0,2.881476879E-1,-9.547328949E-2,-4.531931877E-2
6.946041009E0,3.171070814E-1,-1.339492798E-1,-1.651644707E-3
6.976033674E0,2.766368091E-1,-1.197900772E-1,4.192757607E-2
7.006026372E0,1.128588393E-1,-9.529781342E-2,2.326142788E-2
7.036019004E0,-5.593903363E-2,-2.561092377E-2,5.981469154E-2
7.066011669E0,-1.483331025E-1,1.197624207E-2,6.820404530E-2
7.096004367E0,-1.324139237E-1,-2.601528168E-2,1.162250042E-1
7.125997032E0,2.055288851E-2,-1.322765350E-1,1.556276083E-1
7.155989697E0,1.851723194E-1,-1.822433472E-1,1.854537725E-1
7.185982362E0,3.396270275E-1,-2.398977280E-1,1.836208105E-1
7.215974994E0,3.236229718E-1,-2.249736786E-1,1.832571030E-1
7.246000993E0,1.848966926E-1,-1.513633728E-1,1.475669146E-1
7.266062759E0,5.505757779E-2,-7.064723969E-2,1.535953283E-1
7.286124559E0,-2.182370424E-2,-5.451297760E-2,1.666047573E-1
7.306186325E0,-9.927666187E-2,-1.217651367E-2,1.736712456E-1
7.326248091E0,-1.424453557E-1,1.782131195E-2,1.903027296E-1
7.346309891E0,-8.373693377E-2,6.680488586E-3,2.382271290E-1
7.366371657E0,-6.153330207E-3,-3.610229492E-2,2.567670345E-1
7.386433423E0,1.023178548E-1,-7.980918884E-2,2.919443846E-1
7.406495189E0,2.036763728E-1,-1.027259827E-1,2.830598354E-1
7.426590322E0,2.725990415E-1,-1.190996170E-1,2.797982693E-1
7.446718755E0,2.879967391E-1,-9.976100922E-2,2.261182070E-1
7.466847155E0,2.609094679E-1,-6.359672546E-2,1.531769037E-1
7.486975588E0,1.663642228E-1,-2.239894867E-2,9.135651588E-2
7.507104054E0,4.505714774E-2,3.093624115E-2,4.082036018E-2
7.527232487E0,-7.450556755E-2,6.549549103E-2,1.456642151E-2
7.547327553E0,-1.641526669E-1,8.630657196E-2,1.531350613E-2
7.567389319E0,-1.972413063E-1,2.598190308E-2,-5.313789845E-2
7.587451051E0,5.403321981E-2,-3.093709946E-1,-4.268254042E-1
7.607546184E0,5.934646726E-2,-5.332422256E-1,-3.466233015E-1
7.627674617E0,-3.527744114E-2,-7.054910660E-1,1.035153866E-2
7.647803017E0,-3.462195396E-2,-7.061357498E-1,5.627906322E-2
7.667931417E0,-5.243234336E-2,-5.857191086E-1,-1.217899323E-1
7.688059850E0,-2.533100247E-1,-3.242292404E-1,-4.399807453E-1
7.708188283E0,-6.804966927E-2,-3.318881989E-2,-4.070836902E-1
7.728283349E0,1.043717265E-1,1.725549698E-1,7.883667946E-2
7.748345115E0,-6.449212879E-2,3.297929764E-1,4.176652431E-2
7.768406881E0,-6.897724420E-2,2.532300949E-1,-9.619134665E-2
7.788468613E0,-1.636294574E-1,9.953975677E-2,-3.681254387E-2
7.808530345E0,-2.368818820E-1,1.992225647E-2,2.665698528E-2
7.828592111E0,-1.746583581E-1,3.776168823E-2,-5.613803864E-2
7.848653877E0,9.094057977E-2,3.363418579E-2,-6.759870052E-2
7.868715677E0,1.360364556E-1,4.971504211E-3,-2.883672714E-3
7.888777443E0,-5.735781789E-2,-1.536540985E-1,9.045469761E-2
7.908805842E0,-1.057818756E-1,-2.340030670E-2,1.173070669E-1
7.938798474E0,1.389421821E-1,7.050514221E-3,8.662831783E-2
7.968791172E0,7.825696468E-2,-1.104259491E-2,-2.283751965E-2
7.998783837E0,-9.266673774E-2,-5.669498444E-2,3.668725491E-2
8.028776469E0,-9.743994474E-2,-9.056854248E-2,9.073841572E-2
8.058769167E0,-1.098882109E-1,-3.335285187E-2,-1.175003052E-1
8.088795199E0,2.226518542E-1,-1.301116943E-1,-2.182734609E-1
8.108856965E0,9.489040077E-2,-5.801105499E-2,-3.222976923E-1
8.128918731E0,-1.342440844E-1,2.614593506E-2,6.930339336E-2
8.149013863E0,5.189524591E-2,5.910396576E-2,1.884484291E-2
8.169142263E0,1.399538368E-1,3.846931458E-2,6.451666355E-2
8.189270663E0,-1.340286434E-2,4.853057861E-2,1.681232452E-1
8.209399063E0,-6.098538637E-3,-2.526950836E-2,5.577683449E-3
8.229527496E0,-4.289981723E-2,-4.819965363E-2,-9.031808376E-2
8.249655929E0,2.374753356E-2,-1.323738098E-1,1.562690735E-2
8.269784329E0,1.012997627E-1,-1.156244278E-1,-5.732262135E-2
8.289912729E0,1.264527738E-1,-1.231660843E-1,-6.793487072E-2
8.310041162E0,6.062743068E-2,-1.618194580E-1,6.719827652E-4
8.330202928E0,-2.065096051E-1,-6.156444550E-2,-3.082478046E-2
8.350397994E0,2.495557070E-2,-7.318401337E-2,-2.314341068E-2
8.370593060E0,6.444999576E-2,-5.050849915E-2,1.458094120E-1
8.390788159E0,1.512560248E-1,-9.760284424E-2,-3.532171249E-4
8.410983258E0,-3.857669234E-2,-8.877754211E-3,-1.685353518E-1
8.431178357E0,-9.256336093E-2,3.153514862E-2,-2.547945976E-1
8.451340056E0,-2.803620696E-2,-5.689430237E-2,-2.336483002E-1
8.471468456E0,4.629120231E-2,-1.786899567E-1,1.568417549E-1
8.491596889E0,2.006539404E-1,-2.992305756E-1,5.992041826E-1
8.511725322E0,2.717314065E-1,-2.265939713E-1,3.145364523E-1
8.531853722E0,4.285043478E-2,-9.088706970E-2,-1.158519983E-1
8.551982155E0,-4.252594709E-1,-3.955841064E-2,-2.364506721E-1
8.572110588E0,-3.839995563E-1,-1.003017426E-1,-1.546981335E-1
8.592239021E0,1.326056123E-1,-1.641502380E-1,3.116536140E-2
8.612367421E0,1.348895133E-1,-1.036777496E-1,-1.616837978E-1
8.632462487E0,-3.105939031E-1,8.968067169E-2,-6.153464317E-2
8.652524253E0,-1.926087290E-1,1.658649445E-1,4.938673973E-2
8.672586019E0,1.287296712E-1,1.036691666E-1,6.054735184E-2
8.692614419E0,5.941337347E-2,3.233909607E-2,2.069324255E-1
8.722607051E0,5.004993081E-2,1.617717743E-2,1.464846134E-1
8.752599716E0,2.456862032E-1,-1.532850266E-1,1.228848696E-1
8.782592381E0,-1.221653074E-1,-3.119754791E-2,2.930402756E-2
8.812618413E0,1.160764992E-1,-3.055953979E-2,-1.164709330E-1
8.832680179E0,1.318833232E-2,-8.937168121E-2,-4.951560497E-2
8.852741911E0,-9.682124853E-2,-1.978158951E-1,1.155791283E-1
8.872803677E0,-1.278329641E-1,-1.890439987E-1,4.243421555E-2
8.892865443E0,-2.211865783E-2,-8.512592316E-2,9.985673428E-2
8.912927209E0,5.936834216E-2,7.571601868E-2,-3.771656156E-1
8.932989009E0,1.435637474E-2,-5.328369141E-2,-4.210791588E-1
