"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.071527409E0,-2.766879797E-1,3.566258430E0,2.249189094E-2
2.091589175E0,-3.328053653E-1,3.701889992E0,9.837408364E-2
2.111650941E0,-3.325054944E-1,3.753826618E0,1.789919287E-1
2.131712707E0,-3.216178417E-1,3.672088623E0,2.351758182E-1
2.151774473E0,-2.626172006E-1,3.492686749E0,2.862758040E-1
2.171836339E0,-2.420777082E-1,3.227513313E0,2.783529758E-1
2.191898105E0,-2.203145623E-1,3.079986572E0,2.781096697E-1
2.211959904E0,-1.395375729E-1,2.468189240E0,2.494200170E-1
2.232021636E0,-8.178010583E-2,2.167619705E0,2.236724198E-1
2.252083402E0,2.997577190E-3,1.464524269E0,2.104078680E-1
2.272145202E0,-1.351529360E-2,9.405460358E-1,1.600803882E-1
2.292206834E0,-2.308219671E-2,4.186096191E-1,1.908147633E-1
2.312268634E0,-1.665353775E-2,-1.706409454E-1,2.281148583E-1
2.332330400E0,-4.287073016E-2,-7.218275070E-1,3.394684792E-1
2.352392132E0,-8.322787285E-2,-1.201368332E0,3.750404418E-1
2.372420565E0,-1.350713372E-1,-1.680827141E0,4.496617615E-1
2.402413263E0,-9.052342176E-2,-2.399014473E0,5.368756652E-1
2.432405862E0,-2.663350105E-2,-2.871628761E0,4.797689319E-1
2.462398561E0,3.133419156E-2,-3.092414856E0,3.770374656E-1
2.492391193E0,1.694088578E-1,-3.256308556E0,2.775043249E-1
2.522383825E0,1.245300472E-1,-3.078951836E0,1.517124474E-1
2.552376523E0,2.765649557E-2,-2.445036888E0,1.516417116E-1
2.582369188E0,-7.209333777E-2,-1.763604164E0,2.215626538E-1
2.612361787E0,-1.288615763E-1,-1.335835457E0,2.384303659E-1
2.642354485E0,-6.683173776E-2,-4.427080154E-1,2.409460694E-1
2.672347150E0,-5.959582329E-2,1.373434067E-1,1.626285315E-1
2.702339815E0,-5.247795582E-2,5.065698624E-1,4.836721718E-2
2.732332513E0,-7.039487362E-3,1.152965546E0,-6.016907841E-2
2.762325145E0,-5.452713370E-2,1.597492218E0,-1.340555698E-1
2.792317777E0,-1.224847436E-1,1.843010902E0,-1.392160952E-1
2.822310476E0,-1.458825767E-1,1.988101482E0,-6.991152465E-2
2.852303141E0,-1.969619393E-1,2.001688004E0,-1.456767321E-2
2.882295839E0,-2.140825391E-1,1.926979065E0,3.789827228E-3
2.912288504E0,-1.664862335E-1,1.670680046E0,5.008846521E-3
2.942281169E0,-1.516810060E-1,1.155523300E0,-4.087823629E-2
2.972273867E0,-1.091603935E-1,7.282762527E-1,-1.727050990E-1
3.003099037E0,-9.174707532E-2,2.454576492E-1,-2.486771047E-1
3.033091702E0,-1.020130813E-1,-4.936218262E-3,-3.132081926E-1
3.063084400E0,-1.144441068E-1,-6.015834808E-1,-2.259815037E-1
3.093077065E0,-1.582241356E-1,-9.983015060E-1,-1.130874604E-1
3.123069697E0,-1.656551063E-1,-1.215159416E0,-3.221218288E-2
3.143131497E0,-1.556207836E-1,-1.425259590E0,-7.765889168E-4
3.163193229E0,-1.049802601E-1,-1.645196915E0,-2.052350342E-2
3.183254995E0,-1.035106182E-1,-1.712251663E0,-8.033090830E-2
3.203316761E0,-9.971818328E-2,-1.727167130E0,-1.663622409E-1
3.223378527E0,-1.122211218E-1,-1.646560669E0,-2.667153776E-1
3.243440293E0,-1.187207103E-1,-1.592210770E0,-3.060948253E-1
3.263568726E0,-1.849888265E-1,-1.326834679E0,-3.551307321E-1
3.283697126E0,-1.832510531E-1,-1.075299263E0,-3.386846185E-1
3.303825459E0,-2.150855660E-1,-8.543100357E-1,-2.858782113E-1
3.323953892E0,-1.826940179E-1,-6.280918121E-1,-2.326341718E-1
3.344082325E0,-1.789412796E-1,-5.692510605E-1,-1.735851020E-1
3.364210725E0,-1.206327677E-1,-2.063970566E-1,-1.360042095E-1
3.384339158E0,-7.736548781E-2,5.846023560E-4,-1.178080440E-1
3.404467591E0,-4.222273827E-2,1.761503220E-1,-1.289203167E-1
3.424596024E0,-3.481507301E-2,4.016761780E-1,-1.664949954E-1
3.444724457E0,-5.023014545E-2,5.573768616E-1,-2.323758155E-1
3.464852890E0,-5.142733455E-2,7.128496170E-1,-2.777141035E-1
3.484981290E0,-8.184948564E-2,8.754692078E-1,-3.278253078E-1
3.505109723E0,-9.078603983E-2,9.161281586E-1,-3.354962766E-1
3.525238156E0,-1.118647158E-1,1.048062325E0,-3.020264804E-1
3.545366622E0,-1.065319777E-1,1.062961578E0,-2.914948463E-1
3.565428355E0,-8.737286925E-2,1.023116112E0,-1.990629435E-1
3.585490121E0,-4.715430737E-2,9.977903366E-1,-1.792554855E-1
3.605551887E0,6.173938513E-3,8.408746719E-1,-6.220445409E-2
3.625613653E0,6.007716060E-2,7.246198654E-1,-1.827039942E-2
3.645675386E0,1.165674031E-1,5.555047989E-1,5.845803767E-3
3.665737152E0,1.837975085E-1,3.670215607E-1,-1.177299768E-3
3.685798918E0,1.988636255E-1,2.285346985E-1,-1.809993759E-2
3.705860684E0,2.058743238E-1,1.472282410E-1,-5.360847339E-2
3.725922450E0,1.975459158E-1,-1.570892334E-2,-9.442228079E-2
3.755915049E0,1.547678113E-1,-2.292060852E-1,-1.369359493E-1
3.785907747E0,1.213390231E-1,-4.091043472E-1,-1.265277267E-1
3.805969513E0,8.262720704E-2,-5.408401489E-1,-8.853482455E-2
3.826031313E0,8.052673936E-2,-7.011356354E-1,-3.085011616E-2
3.846093079E0,1.043341458E-1,-7.846698761E-1,3.571202233E-2
3.866154845E0,1.664974988E-1,-8.561716080E-1,9.254115075E-2
3.886216645E0,1.919277012E-1,-9.300937653E-1,9.003274888E-2
3.906278411E0,2.078709006E-1,-9.418592453E-1,7.539835572E-2
3.926340177E0,2.301715761E-1,-9.059524536E-1,4.126103595E-2
3.946401943E0,2.536999583E-1,-8.751401901E-1,1.155176014E-2
3.966463709E0,2.007856071E-1,-7.225093842E-1,-8.501249552E-2
3.986525475E0,1.497158706E-1,-6.107797623E-1,-1.147558242E-1
4.006587241E0,8.189862967E-2,-4.489355087E-1,-1.561299562E-1
4.026649007E0,3.465414047E-3,-3.062763214E-1,-1.294779480E-1
4.046710773E0,-4.544627666E-2,-1.659479141E-1,-1.469985545E-1
4.066772573E0,-8.950996399E-2,-3.740787506E-2,-1.292803288E-1
4.086834339E0,-9.082612395E-2,8.415126801E-2,-5.795103684E-2
4.116826971E0,-7.359263301E-2,2.155351639E-1,-5.074162036E-2
4.146819603E0,-2.949190140E-2,3.065080643E-1,-3.119147941E-2
4.176812301E0,-3.277182579E-3,3.446092606E-1,-7.882380486E-2
4.206804966E0,-1.872742176E-2,4.060363770E-1,-1.322632730E-1
4.236797631E0,-3.693404794E-2,4.284133911E-1,-1.806523502E-1
4.266790329E0,-1.417766511E-1,4.262485504E-1,-2.262259722E-1
4.296782961E0,-2.228770554E-1,4.048480988E-1,-1.946360767E-1
4.326775659E0,-2.843659520E-1,3.050069809E-1,-1.578469127E-1
4.356768357E0,-3.057614565E-1,2.062005997E-1,-8.375775069E-2
4.386760989E0,-2.614348233E-1,5.499839783E-3,-9.523329884E-2
4.416753687E0,-2.008210421E-1,-8.688449860E-2,-8.460596204E-2
4.446746352E0,-1.193349063E-1,-2.536163330E-1,-8.093149960E-2
4.476738984E0,-7.246834040E-2,-4.210262299E-1,-1.071462929E-1
4.506731649E0,-1.070666015E-1,-4.718818665E-1,-1.217932254E-1
4.536724347E0,-1.571780443E-1,-4.800510406E-1,-1.477279812E-1
4.566716979E0,-2.072786987E-1,-4.545841217E-1,-1.246967316E-1
4.586778778E0,-2.454732060E-1,-4.355773926E-1,-1.228095144E-1
4.606840544E0,-2.486078441E-1,-4.017162323E-1,-9.058357775E-2
4.626902310E0,-2.235103846E-1,-3.841218948E-1,-6.826616824E-2
4.646964076E0,-1.665484011E-1,-3.445892334E-1,-4.726451635E-2
4.667025842E0,-1.239262223E-1,-3.360147476E-1,-4.221373796E-2
4.687087608E0,-6.082418561E-2,-2.915706635E-1,-3.613762558E-2
4.707216041E0,-2.460205555E-2,-2.616834641E-1,-3.770378232E-2
4.727344474E0,2.141535282E-2,-1.866750717E-1,-4.854366183E-2
4.747472874E0,9.112328291E-3,-1.407413483E-1,-4.309131205E-2
4.767601307E0,-4.158407450E-3,-5.680179596E-2,-3.744497895E-2
4.787729740E0,-4.717156291E-2,4.607868195E-2,-5.754362792E-2
4.807858140E0,-1.121002138E-1,1.344566345E-1,-5.354351550E-2
4.827986573E0,-1.235554218E-1,1.893682480E-1,-3.781528026E-2
4.848115006E0,-1.469342411E-1,2.588338852E-1,-6.628915668E-3
4.868243439E0,-1.434636414E-1,2.519979477E-1,1.941643655E-2
4.888305172E0,-1.119512022E-1,2.622900009E-1,5.860693753E-2
4.908366971E0,-6.164950132E-2,2.464885712E-1,6.979805231E-2
4.928428737E0,-3.846532106E-2,1.924476624E-1,1.028369889E-1
4.948490503E0,3.376314044E-2,1.503829956E-1,1.080413610E-1
4.968552269E0,6.941127777E-2,1.080989838E-1,1.263692528E-1
4.988614069E0,1.132965684E-1,5.118083954E-2,1.560308188E-1
5.018606734E0,1.146431565E-1,-1.262664795E-3,1.566207409E-1
5.048599433E0,5.315461755E-2,-5.197429657E-2,1.786574423E-1
5.078592065E0,-1.755297184E-3,-9.818840027E-2,1.880645901E-1
5.108618130E0,-5.115902424E-2,-1.538228989E-1,2.188688815E-1
5.128746563E0,-5.408465862E-2,-1.634216309E-1,2.153318822E-1
5.148874963E0,-1.590481400E-2,-2.228899002E-1,2.090493590E-1
5.169003363E0,3.768092394E-2,-2.677993774E-1,2.417510152E-1
5.189131829E0,5.344980955E-2,-2.934646606E-1,2.057944536E-1
5.209260228E0,1.114724278E-1,-3.263845444E-1,2.280873060E-1
5.229388628E0,1.501308680E-1,-3.618869781E-1,2.043272257E-1
5.249517061E0,1.474053264E-1,-3.425807953E-1,1.993028224E-1
5.269645494E0,1.477704942E-1,-3.523054123E-1,1.775962412E-1
5.289773894E0,1.124604940E-1,-2.687845230E-1,1.716930866E-1
5.309902294E0,8.162388206E-2,-2.573709488E-1,1.601158231E-1
5.330030694E0,9.740978479E-3,-1.814336777E-1,1.142074019E-1
5.350159093E0,-5.117160082E-2,-9.111404419E-2,1.123271435E-1
5.370287559E0,-7.153451443E-2,-7.009792328E-2,7.237704098E-2
5.390415992E0,-7.348695397E-2,-2.252769470E-2,5.648315325E-2
5.410511025E0,-5.676883459E-2,1.330375671E-3,5.512684584E-2
5.440503690E0,-1.100581884E-2,1.564979553E-3,6.193965673E-3
5.470496388E0,4.015797377E-2,2.338314056E-2,-1.441270113E-2
5.500488987E0,6.950002909E-2,2.563858032E-2,-2.031476796E-2
5.530481685E0,2.706316113E-2,3.926563263E-2,-7.537555695E-2
5.560474350E0,-1.198318601E-2,5.702972412E-2,-8.672396839E-2
5.590466982E0,-1.146704853E-1,8.388423920E-2,-1.004245877E-1
5.620459680E0,-1.448649764E-1,6.993484497E-2,-1.105102897E-1
5.650452345E0,-1.855822206E-1,2.051353455E-2,-1.540116668E-1
5.680444977E0,-1.904156208E-1,-6.605148315E-3,-1.662991047E-1
5.710437675E0,-1.344840825E-1,-1.217861176E-1,-1.860588044E-1
5.740430340E0,-7.711669803E-2,-1.840906143E-1,-2.063623369E-1
5.770423005E0,-6.899330020E-2,-2.490043640E-1,-1.985637695E-1
5.800415703E0,-8.476457000E-2,-2.353839874E-1,-1.795540154E-1
5.830408368E0,-1.590421200E-1,-2.127094269E-1,-1.621728837E-1
5.860401033E0,-2.076644599E-1,-1.878156662E-1,-1.739192903E-1
5.890393731E0,-2.589815259E-1,-1.793766022E-1,-1.864119917E-1
5.920386396E0,-2.420650721E-1,-1.485643387E-1,-2.365120947E-1
5.950379061E0,4.030911922E-1,-3.946065903E-1,-2.311007977E-1
5.980371726E0,6.462190747E-1,-4.601306915E-1,-2.808319926E-1
6.010364391E0,1.741804481E-1,-2.663593292E-1,-3.990996480E-1
6.030426191E0,-2.386824787E-1,-3.065586090E-2,-4.329133630E-1
6.050487957E0,-4.922751188E-1,1.562614441E-1,-4.383117557E-1
6.070549689E0,-7.688308954E-1,2.598667145E-1,-1.280035675E-1
6.090611455E0,-2.679462433E-1,3.556346893E-2,2.399196327E-1
6.110673221E0,1.689128876E-1,-1.825513840E-1,2.294413149E-1
6.130734987E0,3.768584728E-1,-4.001293182E-1,1.439979672E-2
6.150796787E0,4.841792583E-2,-2.774105072E-1,-7.645611465E-2
6.170858553E0,-6.997063756E-2,-2.108516693E-1,-1.637504548E-1
6.190920319E0,-4.745590687E-2,-3.222465515E-3,-2.052381486E-1
6.211048785E0,-2.196063995E-1,1.922636032E-1,-2.161073983E-1
6.231177218E0,-3.046970069E-1,2.609214783E-1,-2.190606892E-1
6.251305618E0,-2.037559748E-1,1.387090683E-1,-1.866840869E-1
6.271434018E0,-1.421554983E-1,9.356307983E-2,-1.563354880E-1
6.291562451E0,-8.716428280E-2,2.907276154E-2,-6.454487145E-2
6.311690884E0,-1.287631392E-1,1.688003540E-4,-5.305068195E-2
6.331752616E0,1.093661785E-2,-1.532478333E-1,-4.068711400E-2
6.351814382E0,-5.401748419E-2,-2.491970062E-1,-1.243256032E-2
6.371876182E0,-4.092037678E-2,-2.734460831E-1,1.059185117E-1
6.391937948E0,-3.366392851E-2,-2.568817139E-1,7.629311085E-2
6.411999714E0,-2.969342470E-2,-2.089529037E-1,6.793347597E-1
6.432061480E0,-1.574870646E-1,-7.248783112E-2,9.730879068E-1
6.452123212E0,-1.351485252E-1,4.692649841E-2,5.263307095E-1
6.472184978E0,2.332717180E-2,6.340599060E-2,-2.520880103E-2
6.492246744E0,-1.038659513E-1,7.085132599E-2,-8.577537537E-2
6.522239376E0,1.345773935E-1,-4.709720612E-2,1.900544465E-1
6.552232074E0,-3.217935562E-3,-1.256361008E-1,-4.813366830E-1
6.582224739E0,2.620578408E-1,-2.877016068E-1,-4.516135156E-1
6.612217404E0,-6.972849369E-2,-1.641559601E-1,-3.539823592E-1
6.632312537E0,-2.077635229E-1,-7.464408875E-2,-5.219742656E-2
6.652440970E0,-2.730545998E-1,-9.077548981E-2,3.627486229E-1
6.672569370E0,-1.805554330E-1,-1.364250183E-1,3.514927030E-1
6.692697770E0,7.166361809E-2,-1.567955017E-1,-9.404890239E-2
6.712826203E0,4.160624743E-2,-1.493968964E-1,-1.689458787E-1
6.732954636E0,-5.570703745E-2,-3.382682800E-3,-7.207426429E-2
6.753083069E0,-1.798773706E-1,3.764724731E-2,-1.274648607E-1
6.773211469E0,-1.050448418E-1,2.593936920E-1,3.016287088E-2
6.793339902E0,1.559098363E-1,4.164218903E-2,-2.476596832E-2
6.813468335E0,-4.294437170E-2,-1.255388260E-1,3.951523006E-1
6.833596735E0,1.367986202E-3,6.682395935E-3,7.815629244E-2
6.853725135E0,2.671009302E-2,4.307746887E-2,-1.436683238E-1
6.873853535E0,3.147131205E-2,6.293869019E-2,-7.009088993E-2
6.893981968E0,-1.172136664E-1,4.672718048E-2,2.120507360E-1
6.914110401E0,-1.104060411E-1,-7.772159576E-2,2.019315362E-1
6.934205467E0,1.253390312E-2,-1.474828720E-1,-1.786978245E-1
6.954267233E0,-2.965629101E-2,-8.063125610E-2,-4.996412992E-2
6.974328999E0,1.642936468E-2,-1.067905426E-1,-1.534008980E-1
6.994390765E0,-3.965896368E-2,-1.376609802E-1,-7.061511278E-3
7.014452531E0,-3.069299459E-2,-9.436511993E-2,-3.838956356E-2
7.034514297E0,-3.874480724E-3,-1.040029526E-1,-4.794409871E-2
7.054576063E0,6.838536263E-2,-9.226894379E-2,-1.322904527E-1
7.074637862E0,1.718980074E-2,1.043415070E-2,2.014043927E-2
7.094699594E0,-2.997463942E-2,-3.516578674E-2,-6.372053921E-2
7.114761360E0,3.392230272E-1,8.050918579E-3,-1.169258952E0
7.134823126E0,-3.403109312E-2,-1.690711975E-1,4.899009168E-1
7.154884892E0,-1.310163140E-1,-1.136388779E-1,4.002856612E-1
7.174946692E0,-1.405958533E-1,-2.116346359E-1,3.728916347E-1
7.195008458E0,-1.409288049E-1,-8.878517151E-2,-4.065516591E-2
7.215070257E0,6.656438112E-2,-3.221864700E-1,8.714789152E-2
